cost_train,loss_train,obj_train,cost_test,loss_test,obj_test,n_actions
0.027879833727979694,0.9521531100478469,0.9800329437758265,0.03150035764407273,0.9428571428571428,0.9743575005012156,4
0.1592642732941169,0.6985645933014354,0.8578288665955522,0.18719215814776288,0.6571428571428571,0.84433501529062,8
0.3167745585927532,0.44976076555023925,0.7665353241429924,0.3355651510192999,0.4714285714285714,0.8069937224478714,12
0.3940059848069584,0.33014354066985646,0.7241495254768149,0.39642981734143024,0.37142857142857144,0.7678583887700017,16
0.3829127716172184,0.32057416267942584,0.7034869342966442,0.37536519679190816,0.35714285714285715,0.7325080539347653,20
