cost_train,loss_train,obj_train,cost_test,loss_test,obj_test,n_actions,uncover_train,conflict_train,uncover_test,conflict_test
0.5506183439819741,0.18218623481781376,0.7328045787997879,0.5246098011987762,0.17857142857142858,0.7031812297702048,4,0.582995951417004,0.0970873786407767,0.5238095238095238,0.075
0.49182075843923484,0.1700404858299595,0.6618612442691943,0.5026520462920073,0.17857142857142858,0.6812234748634359,8,0.48582995951417,0.29133858267716534,0.4880952380952381,0.2558139534883721
0.46098064603519134,0.1659919028340081,0.6269725488691995,0.47925828098903184,0.17857142857142858,0.6578297095604604,12,0.4331983805668016,0.45714285714285713,0.4523809523809524,0.5217391304347826
0.4420184726337266,0.16194331983805668,0.6039617924717833,0.449718617132885,0.17857142857142858,0.6282900457043136,16,0.4048582995951417,0.5238095238095238,0.40476190476190477,0.56
0.43215073260234743,0.14979757085020243,0.5819483034525499,0.4339043087067835,0.19047619047619047,0.624380499182974,20,0.38866396761133604,0.5761589403973509,0.38095238095238093,0.6346153846153846
