cost_train,loss_train,obj_train,cost_test,loss_test,obj_test,n_actions
0.10191041448743005,0.1297709923664122,0.23168140685384225,0.09386441916680763,0.3898305084745763,0.4836949276413839,3
0.05716028758087843,0.16030534351145037,0.2174656310923288,0.05844065962136289,0.288135593220339,0.3465762528417019,4
0.15750027946292772,0.09923664122137404,0.25673692068430176,0.18601582093070385,0.2711864406779661,0.45720226160866995,9
0.13560354494792015,0.09923664122137404,0.2348401861692942,0.13536703481362794,0.3728813559322034,0.5082483907458313,11
0.10288171859546352,0.11450381679389313,0.21738553538935665,0.10338066352779092,0.3220338983050847,0.4254145618328756,15
