Iteration,obj,obj_bound,cost,loss,comp,time
1,1.1178684267692307,1.1178684267692307,0.126073554974359,0.8717948717948718,6.0,0.573043700074777
2,1.1019950465641026,1.1019950465641026,0.10455914912820513,0.8974358974358975,5.0,0.8035206000786275
3,1.1219950465641024,1.1019950465641026,0.10455914912820513,0.8974358974358975,6.0,2.1822332001756877
4,1.1219950465641024,1.1019950465641026,0.10455914912820513,0.8974358974358975,6.0,4.621429700171575
5,1.2057614090256412,1.1019950465641026,0.17806910133333334,0.9076923076923077,6.0,5.1224160999991
6,1.146128971897436,1.1019950465641026,0.15997512574358974,0.8461538461538461,7.0,6.0940841000992805
7,1.1704004732820512,1.1019950465641026,0.16886201174358975,0.8615384615384616,7.0,8.620045400224626
8,1.1501136408205128,1.1019950465641026,0.15831876902564104,0.8717948717948718,6.0,9.32911520008929
9,1.1701136408205128,1.1019950465641026,0.15831876902564104,0.8717948717948718,7.0,10.486459600040689
10,1.1463813793558462,1.1019950465641026,0.05817625115071796,0.9282051282051282,8.0,13.168932200176641
11,1.1263813793558461,1.1019950465641026,0.05817625115071796,0.9282051282051282,7.0,13.731981000164524
12,1.1484164495096925,1.1019950465641026,0.07046773156097437,0.9179487179487179,8.0,14.079788000090048
13,1.1263813793558461,1.1019950465641026,0.05817625115071796,0.9282051282051282,7.0,14.280664200196043
14,1.1036166957148206,1.1019950465641026,0.045155157253282056,0.9384615384615385,6.0,14.703176400158554
15,1.1339052409333334,1.1019950465641026,0.0605719076,0.9333333333333333,7.0,16.50716620008461
16,1.1539052409333335,1.1019950465641026,0.0605719076,0.9333333333333333,8.0,17.21521470020525
17,1.1090974237435898,1.1019950465641026,0.004482039128205128,0.9846153846153847,6.0,17.914857299998403
18,1.1221543014871798,1.1019950465641026,0.03343635276923077,0.9487179487179487,7.0,19.05739440000616
19,1.1264155815897436,1.1019950465641026,0.042825838000000005,0.9435897435897436,7.0,19.69467670004815
20,1.102784984102564,1.1019950465641026,0.023810625128205126,0.958974358974359,6.0,22.313555400120094
21,1.122784984102564,1.1019950465641026,0.023810625128205126,0.958974358974359,7.0,23.153171700192615
22,1.1230381106564105,1.1019950465641026,0.08560221322051284,0.8974358974358975,7.0,26.798349200049415
23,1.1193576633230768,1.1019950465641026,0.08704997101538464,0.8923076923076924,7.0,27.132508400129154
24,1.1240674611179489,1.1019950465641026,0.08099053804102566,0.9230769230769231,6.0,31.547619300195947
25,1.1312167664615385,1.1019950465641026,0.3091654844102564,0.6820512820512821,7.0,33.83561160019599
26,1.138817542923077,1.1019950465641026,0.3377919018974359,0.641025641025641,8.0,34.47700270009227
27,1.158817542923077,1.1019950465641026,0.3377919018974359,0.641025641025641,9.0,34.86999070015736
28,1.178817542923077,1.1019950465641026,0.3377919018974359,0.641025641025641,10.0,35.223209200194106
29,1.198817542923077,1.1019950465641026,0.3377919018974359,0.641025641025641,11.0,35.47356680012308
30,1.1973436176410257,1.1019950465641026,0.34144618174358976,0.6358974358974359,11.0,35.753847000189126
31,1.1864633247692309,1.1019950465641026,0.2992838375897436,0.6871794871794872,10.0,36.64158290019259
32,1.206463324769231,1.1019950465641026,0.2992838375897436,0.6871794871794872,11.0,37.1583893999923
33,1.226463324769231,1.1019950465641026,0.2992838375897436,0.6871794871794872,12.0,37.63174430001527
34,1.2404106684615386,1.1019950465641026,0.30861579666666666,0.6717948717948719,13.0,37.8802778001409
35,1.193799824769231,1.1019950465641026,0.302004952974359,0.6717948717948719,11.0,38.612846500007436
36,1.2123258994871795,1.1019950465641026,0.3056592328205128,0.6666666666666667,12.0,38.85752160008997
37,1.2286454521538461,1.1019950465641026,0.3071069906153846,0.6615384615384615,13.0,39.12154250009917
38,1.1301437721025642,1.1019950465641026,0.29783607979487176,0.6923076923076923,7.0,39.512592300074175
39,1.151312973025641,1.1019950465641026,0.2938770755897436,0.6974358974358974,8.0,40.190963900182396
40,1.1501437721025642,1.1019950465641026,0.29783607979487176,0.6923076923076923,8.0,43.251146200113
41,1.1615201520000002,1.1019950465641026,0.33536630584615384,0.6461538461538461,9.0,45.78893480007537
42,1.174772976820513,1.1019950465641026,0.39015759220512825,0.5846153846153845,10.0,46.40135050006211
43,1.188425430871795,1.1019950465641026,0.4043228667692308,0.5641025641025641,11.0,47.515145500190556
44,1.163396596923077,1.1019950465641026,0.35262736615384616,0.6307692307692307,9.0,50.32336120004766
45,1.1760357022564103,1.1019950465641026,0.3555228817435897,0.6205128205128205,10.0,52.7694741000887
46,1.1960357022564103,1.1019950465641026,0.3555228817435897,0.6205128205128205,11.0,55.06411850010045
47,1.2456579610769232,1.1019950465641026,0.2102733456923077,0.8153846153846154,11.0,57.172264700056985
48,1.2656579610769232,1.1019950465641026,0.2102733456923077,0.8153846153846154,12.0,57.473339800024405
49,1.2352076312820515,1.1019950465641026,0.21110506717948715,0.764102564102564,13.0,58.50624500005506
50,1.232744160974359,1.1019950465641026,0.12094928917948718,0.8717948717948718,12.0,62.513917200034484
51,1.252744160974359,1.1019950465641026,0.12094928917948718,0.8717948717948718,13.0,62.777730100089684
52,1.266482711128205,1.1019950465641026,0.11981604446153847,0.8666666666666667,14.0,63.23847159999423
53,1.3181827915897435,1.1019950465641026,0.21818279158974357,0.8,15.0,64.59969460009597
54,1.3149020792820512,1.1019950465641026,0.2200302844102564,0.7948717948717949,15.0,65.34443930000998
55,1.2939689615897436,1.1019950465641026,0.2190971667179487,0.7948717948717949,14.0,67.62728330004029
56,1.3071269794358975,1.1019950465641026,0.2173833896923077,0.7897435897435898,15.0,68.24395030015148
57,1.2939689615897436,1.1019950465641026,0.2190971667179487,0.7948717948717949,14.0,68.53490020008758
58,1.256834098748718,1.1019950465641026,0.13529563721025642,0.8615384615384616,13.0,71.81152550014667
59,1.256834098748718,1.1019950465641026,0.13529563721025642,0.8615384615384616,13.0,72.2875173999928
60,1.2362148522871796,1.1019950465641026,0.12954818562051282,0.8666666666666667,12.0,72.54043210018426
61,1.2153994798256411,1.1019950465641026,0.13847640290256408,0.8769230769230769,10.0,73.23138750018552
62,1.2317190324923077,1.1019950465641026,0.13992416069743588,0.8717948717948718,11.0,73.4958545002155
63,1.2360187262871796,1.1019950465641026,0.14422385449230768,0.8717948717948718,11.0,73.74398980010301
64,1.2103824182358975,1.1019950465641026,0.08217729003076923,0.9282051282051282,10.0,74.2415361001622
65,1.2858018965641025,1.1019950465641026,0.23964805041025639,0.8461538461538461,10.0,75.7392435001675
66,1.2798340935897434,1.1019950465641026,0.23880845256410255,0.841025641025641,10.0,76.01015960006043
67,1.2938046405641026,1.1019950465641026,0.294317461076923,0.7794871794871795,11.0,77.87161920010112
68,1.2850336990769229,1.1019950465641026,0.2747772888205128,0.8102564102564103,10.0,79.3737758002244
69,1.305033699076923,1.1019950465641026,0.2747772888205128,0.8102564102564103,11.0,80.04532280005515
70,1.3279074248717948,1.1019950465641026,0.2776510146153846,0.8102564102564103,12.0,80.32272070017643
71,1.3279074248717948,1.1019950465641026,0.2776510146153846,0.8102564102564103,12.0,80.60076160007156
72,1.2850336990769229,1.1019950465641026,0.2747772888205128,0.8102564102564103,10.0,81.13051710021682
73,1.1770069981538462,1.1019950465641026,0.3205967417435897,0.6564102564102564,10.0,90.40561710018665
74,1.186698252923077,1.1019950465641026,0.330800817025641,0.6358974358974359,11.0,90.71934060007334
75,1.206698252923077,1.1019950465641026,0.330800817025641,0.6358974358974359,12.0,91.16416180017404
76,1.2204755172307693,1.1019950465641026,0.33483449158974354,0.6256410256410256,13.0,91.39313610014506
77,1.2120394614358974,1.1019950465641026,0.20793689733333334,0.764102564102564,12.0,97.06028430000879
78,1.2277278629671795,1.1019950465641026,0.09490735014666667,0.9128205128205128,11.0,101.60316240019165
79,1.2103137797364103,1.1019950465641026,0.09749326691589744,0.9128205128205128,10.0,102.01477850019
80,1.2310670514287179,1.1019950465641026,0.09311833348,0.9179487179487179,11.0,102.44570480007678
81,1.1959964437364101,1.1019950465641026,0.07240670014666667,0.9435897435897436,9.0,102.90752210002393
82,1.2008223278389742,1.1019950465641026,0.12389925091589743,0.8769230769230769,10.0,103.68479620013386
83,1.1980227099928205,1.1019950465641026,0.13648424845435897,0.8615384615384616,10.0,104.0234616000671
84,1.2744031524102564,1.1019950465641026,0.28465956266666664,0.7897435897435898,10.0,107.85473940009251
85,1.227395649582564,1.1019950465641026,0.24329308548,0.764102564102564,11.0,108.71721060015261
86,1.1995228027620513,1.1019950465641026,0.1277279309671795,0.8717948717948718,10.0,109.02506890008226
87,1.176617252574359,1.1019950465641026,0.10430956026666667,0.8923076923076922,9.0,111.32090490008704
88,1.180453792728205,1.1019950465641026,0.11840251067692309,0.882051282051282,9.0,112.21320790005848
89,1.2126279274461538,1.1019950465641026,0.1510894659076923,0.8615384615384616,10.0,112.88199760019779
90,1.195868956471795,1.1019950465641026,0.13433049493333332,0.8615384615384616,10.0,113.50689460011199
91,1.2003055431897436,1.1019950465641026,0.13876708165128207,0.8615384615384616,10.0,114.01044510002248
92,1.240967996974359,1.1019950465641026,0.19019876620512818,0.8307692307692307,11.0,115.54492430016398
93,1.0633131239589744,1.0633131239589744,0.19151825216410256,0.6717948717948719,10.0,119.34916380001232
94,1.0833131239589744,1.0633131239589744,0.19151825216410256,0.6717948717948719,11.0,119.89415480010211
95,1.1033131239589744,1.0633131239589744,0.19151825216410256,0.6717948717948719,12.0,120.78547030012123
96,1.1224690931794874,1.0633131239589744,0.2511870418974359,0.6512820512820512,11.0,121.80315060005523
97,1.121499969025641,1.0633131239589744,0.19944868697435897,0.6820512820512821,12.0,122.59245560015552
98,1.1414593355897438,1.0633131239589744,0.25017728430769226,0.6512820512820512,12.0,123.67261880007572
99,1.0833131239589744,1.0633131239589744,0.19151825216410256,0.6717948717948719,11.0,124.6426765001379
100,1.0809301908307694,1.0633131239589744,0.17887890877948717,0.6820512820512821,11.0,127.78646170021966
